"","Site","Plot","Year","EAF","EAG","EPF","NAF","EPG","NPF","NS","PG","EBF"
"26",1,7,2022,0,0.176470588235294,0,0,0.117647058823529,0.352941176470588,0,0.352941176470588,0
"27",1,7,2023,0.02,0.04,0.34,0,0.1,0.1,0.1,0.3,0
"28",1,7,2024,0.25,0.0892857142857143,0.160714285714286,0,0.0178571428571429,0.0892857142857143,0.0892857142857143,0.285714285714286,0.0178571428571429
"29",1,8,2021,0,0.430232558139535,0.209302325581395,0.127906976744186,0.0232558139534884,0.0697674418604651,0,0.13953488372093,0
"30",1,8,2022,0,0.18,0,0,0.02,0.1,0,0.7,0
"31",1,8,2023,0.0793650793650794,0.0793650793650794,0.634920634920635,0,0.0158730158730159,0.0793650793650794,0.0158730158730159,0.0952380952380952,0
"32",1,8,2024,0.191176470588235,0.323529411764706,0.279411764705882,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0441176470588235,0.102941176470588,0
"33",1,9,2021,0.1,0.34,0.18,0.18,0.06,0.08,0,0.06,0
"34",1,9,2022,0,0.157894736842105,0,0,0.210526315789474,0.210526315789474,0.105263157894737,0.315789473684211,0
"35",1,9,2023,0.075,0.025,0.45,0,0,0.15,0.025,0.275,0
"36",1,9,2024,0.0909090909090909,0.0303030303030303,0.212121212121212,0,0.0606060606060606,0.151515151515151,0.121212121212121,0.333333333333333,0
"37",1,10,2021,0,0.0888888888888889,0.0444444444444444,0.0666666666666667,0.0666666666666667,0.155555555555556,0,0.577777777777778,0
"38",1,10,2022,0,0,0,0,0.111111111111111,0.133333333333333,0,0.755555555555556,0
"39",1,10,2023,0.0384615384615385,0,0,0.115384615384615,0.307692307692308,0.192307692307692,0,0.346153846153846,0
"40",1,10,2024,0,0.131578947368421,0,0,0,0.184210526315789,0,0.684210526315789,0
"41",1,11,2021,0,0,0,0,0,0,0,1,0
"42",1,11,2022,0,0.0465116279069767,0,0,0.0232558139534884,0.0232558139534884,0.0232558139534884,0.883720930232558,0
